OBJECTID,ZIP,FILENUM,UOFNum,OCCURRED_D,OCCURRED_T,CURRENT_BA,OffSex,OffRace,HIRE_DT,OFF_INJURE,OffCondTyp,OFF_HOSPIT,SERVICE_TY,ForceType,UOF_REASON,Cycles_Num,ForceEffec,STREET_N,STREET,street_g,street_t,Address,CitNum,CitRace,CitSex,CIT_INJURE,CitCondTyp,CIT_ARREST,CIT_INFL_A,CitChargeT,Council District,RA,BEAT,SECTOR,DIVISION,X,Y,GeoLocation,Council Districts--Test,Dallas City Limits GIS Layer
1174,75201,UF2019-0752,57698,05/21/2019,1:45 AM,9324,Male,Hispanic,11/28/2007,false,No injuries noted or visible,false,Arrest,Weapon display at Person,Arrest,NULL,Yes,2500,San JAcinto,NULL,St.,2500 San JAcinto St.,58624,White,Male,false,No injuries noted or visible,true,Agitated,"Evading Arrest, Unauthorize Use Vehicle",D14,2030,132,130,CENTRAL,2492645.818,6974405.1,POINT (-96.794231 32.78952),12,3
747,75212,UF2019-0493,57061,04/29/2019,8:15 PM,8266,Male,White,07/19/2002,false,No injuries noted or visible,false,Arrest,Held Suspect Down,Danger to self or others,NULL,Yes,2500,Kenesaw,NULL,Dr.,2500 Kenesaw Dr.,58361,White,Male,true,"Injured prior to contact, Redness/Swelling",true,Mentally unstable,APOWW,D6,4054,425,420,SOUTHWEST,2457934.949,6967842.817,POINT (-96.90751 32.772812),6,3
684,75253,UF2019-0454,"57277, 57278, 57279, 57285",04/15/2019,11:13 AM,11522,Male,White,05/16/2018,false,No injuries noted or visible,false,Arrest,"Verbal Command, Hand Controlled Escort, Held Suspect Down, Leg Restraint System",Danger to self or others,NULL,"No, Yes, Yes, Yes",11400,Rylie Crest,W,Dr.,11400 W Rylie Crest Dr.,58198,White,Male,true,Abrasion/Scrape,true,Agitated,Assault/FV,D8,4406,356,350,SOUTHEAST,2545959.61,6937768.744,,,
2464,75208,UF2019-1492,57988,06/02/2019,2:00 AM,11158,Male,White,03/23/2016,false,No injuries noted or visible,false,Other ( In Narrative),Hand/Arm/Elbow Strike,Other,NULL,Yes,216,llewellyn,S,Ave.,216 S llewellyn Ave.,58764,White,Male,false,No injuries noted or visible,true,Alchohol,Public Intoxication,D1,4541,413,410,SOUTHWEST,2481278.726,6957538.412,POINT (-96.83213300000001 32.74359),1,3
1759,75227,UF2019-1089,"58991, 58992, 59447",07/08/2019,11:30 PM,11489,Male,White,02/21/2018,false,No injuries noted or visible,false,Arrest,"Feet/Leg/Knee Strike, Taser, Verbal Command",Active Aggression,1,"No, Yes, No",3118,Jim Miller,N,Rd.,3118 N Jim Miller Rd.,56103,White,Male,true,"Laceration/Cut, Taser Burn Marks, Non-Visible Injury/Pain",true,Agitated,"Assault/FV, Resisting Search and Transport",D5,1235,321,320,SOUTHEAST,2521575.241,6965770.948,POINT (-96.700634 32.764837),5,3
1068,75224,UF2019-0690,"57764, 57765",05/22/2019,1:35 AM,7152,Male,Hispanic,03/01/1995,false,No injuries noted or visible,false,Traffic Stop,"Take Down - Arm, Verbal Command",Weapon Display,NULL,"Yes, Yes",1400,Ferndale,NULL,Ave.,1400 Ferndale Ave.,586595866058661,Hispanic,Male,false,No injuries noted or visible,true,None detected,No Arrest,D1,4189,443,440,SOUTHWEST,2477499.906,6951125.555,POINT (-96.844606 32.726147),1,3
2785,75218,UF2019-1685,62002,11/17/2019,10:05 PM,11031,Female,Black,06/03/2015,false,No injuries noted or visible,false,Crime in Progress,Weapon display at Person,Arrest,NULL,Yes,10843,Hermosa,NULL,Dr.,10843 Hermosa Dr.,6066460665,Black,Male,false,No injuries noted or visible,true,None detected,Warrant/Hold,D9,1128,232,230,NORTHEAST,2525382.474,6994126.269,POINT (-96.686249 32.842749),13,3
283,75227,UF2019-0182,55580,02/27/2019,8:39 AM,6698,Male,White,07/29/1991,false,No injuries noted or visible,false,Service Call,Weapon display at Person,Danger to self or others,NULL,Yes,9602,Scyene,NULL,Rd.,9602 Scyene Rd.,57637,Black,Male,false,No injuries noted or visible,false,None detected,No Arrest,D7,1246,326,320,SOUTHEAST,2535069.486,6965409.465,POINT (-96.656349 32.762615),7,3
2418,75287,UF2019-1460,"61498, 61499",10/22/2019,2:10 AM,9927,Male,White,08/19/2009,false,No injuries noted or visible,false,Service Call,"Verbal Command, Foot Pursuit",Detention/Frisk,NULL,"No, Yes",3939,Rosemeade,NULL,Pkwy.,3939 Rosemeade Pkwy.,60404,Black,Male,true,Abrasion/Scrape,true,Unknown Drugs,Evading Arrest,D12,4423,612,610,NORTH CENTRAL,2475550.866,7054555.797,POINT (-96.84578200000001 33.010436),14,3
2468,75212,UF2019-1495,"60454, 60455, 60456",09/11/2019,5:17 PM,11004,Male,Black,03/25/2015,false,No injuries noted or visible,false,Suspicious Activity,"Foot Pursuit, Weapon display at Person, Take Down - Head",Detention/Frisk,NULL,"Yes, Yes, Yes",1951,Singleton,NULL,Blvd.,1951 Singleton Blvd.,59940,Black,Male,false,No injuries noted or visible,true,None detected,"Evading Arrest, Drug Possession - Misdemeanor, Other Misdemeanor Arrest",D6,4044,423,420,SOUTHWEST,2474870.405,6970182.607,POINT (-96.85249100000001 32.778621),6,3
319,75254,UF2019-0206,"55659, 55660",03/01/2019,12:40 PM,10455,Male,White,09/26/2012,false,No injuries noted or visible,false,Crime in Progress,"Verbal Command, Take Down - Arm",Other,NULL,"Yes, Yes",5200,Spring Valley,NULL,Rd.,5200 Spring Valley Rd.,57670,White,Male,true,Injured prior to contact,false,Poor hygiene,No Arrest,D11,1008,631,630,NORTH CENTRAL,2483352.852,7028833.7,POINT (-96.820656 32.9395),10,3
2610,75243,UF2019-1584,61594,10/28/2019,7:35 AM,11242,Male,White,12/14/2016,false,No injuries noted or visible,false,Service Call,Foot Pursuit,Other,NULL,No,12121,Audelia,NULL,Rd.,12121 Audelia Rd.,41632,Black,Male,false,No injuries noted or visible,false,None detected,No Arrest,D10,9604,255,250,NORTHEAST,2515296.252,7019698.311,POINT (-96.718124 32.912511),9,3
2396,75205,UF2019-1448,"61244, 61245",10/13/2019,7:19 AM,7701,Male,Hispanic,09/18/1998,false,No injuries noted or visible,false,Arrest,"K-9 Deployment, Verbal Command",Arrest,NULL,"Yes, No",5217,McKinney,NULL,Ave.,5217 McKinney Ave.,6029560296,Other,Male,true,"Bite, Puncture, Treated by DFD",true,None detected,Burglary/Building,D14,1157,125,120,CENTRAL,2495746.766,6989157.136,POINT (-96.783159 32.830155),12,3
1419,75231,UF2019-0893,"58909, 58910, 58911",07/05/2019,6:54 AM,10706,Male,Hispanic,08/13/2014,false,No injuries noted or visible,false,Arrest,"Handcuffing Take Down, Verbal Command, Take Down - Group",Assault to Other Person,NULL,"No, No, No",6822,Kenwhite,NULL,Dr.,6822 Kenwhite Dr.,59168,White,Male,true,Taser Burn Marks,true,Alchohol,"Assault/FV, Resisting Arrest",D10,1073,247,240,NORTHEAST,2509068.501,7006219.061,POINT (-96.739053 32.87616800000001),9,3
1956,75227,UF2019-1213,"59917, 59918, 59919",08/16/2019,7:10 PM,11285,Male,White,03/08/2017,false,No injuries noted or visible,false,Call for Cover,"Handcuffing Take Down, Held Suspect Down, Verbal Command",Arrest,NULL,"Yes, Yes, No",9500,St. Augustine,N,Rd.,9500 N St. Augustine Rd.,59648,White,Male,false,No injuries noted or visible,true,Agitated,"Assault/Public Servant, Resisting Search and Transport, Warrant/Hold",D5,1240,321,320,SOUTHEAST,2525516.764,6965463.463,,,
689,75228,UF2019-0458,"56777, 58832",04/18/2019,4:30 AM,10639,Male,White,09/25/2013,false,No injuries noted or visible,false,Call for Cover,"40mm Less Lethal, Take Down - Arm",Danger to self or others,0,"No, Yes",1885,John West,NULL,Rd.,1885 John West Rd.,58234,Black,Male,true,Bruise,true,Alchohol and unknown drugs,APOWW,D7,1177,223,220,NORTHEAST,2526612.189,6981413.109,POINT (-96.683416 32.807114),7,3
338,75243,UF2019-0218,"55840, 55841",02/16/2019,4:22 PM,9502,Male,Hispanic,06/25/2008,true,Bite,false,Arrest,"Verbal Command, Held Suspect Down",Arrest,NULL,"No, Yes",11999,Plano,NULL,Rd.,11999 Plano Rd.,57529,White,Female,false,No injuries noted or visible,true,Mentally unstable,APOWW,,,,,,2520679.891,7019315.305,POINT (-96.700482 32.911832),,
1536,75216,UF2019-0960,59073,07/13/2019,5:05 PM,11257,Male,White,12/28/2016,false,No injuries noted or visible,false,Traffic Stop,Foot Pursuit,Detention/Frisk,NULL,Yes,5000,Denley,S,Dr.,5000 S Denley Dr.,59256,Black,Male,false,No injuries noted or visible,true,Unknown,"Evading Arrest, Warrant/Hold",D3,4325,727,720,SOUTH CENTRAL,2494191.043,6937100.604,POINT (-96.791394 32.687239),3,3
2525,75254,UF2019-1531,62025,11/18/2019,3:11 AM,11490,Female,Black,03/21/2018,false,No injuries noted or visible,false,Other ( In Narrative),Weapon display at Person,Other,NULL,Yes,14323,Montfort,NULL,Dr.,14323 Montfort Dr.,60667,White,Male,false,No injuries noted or visible,true,None detected,Evading Arrest,D11,1008,631,630,NORTH CENTRAL,2485524.729,7030296.851,POINT (-96.814536 32.944111),10,3
2043,75251,UF2019-1274,"59428, 59429",07/28/2019,5:17 PM,11368,Male,White,07/26/2017,true,Abrasion/Scrape,false,Arrest,"Take Down - Body, Held Suspect Down",Danger to self or others,NULL,"Yes, Yes",12770,Merit,NULL,Rd.,12770 Merit Rd.,59425,Black,Male,false,No injuries noted or visible,true,Agitated,APOWW,D11,1027,642,640,NORTH CENTRAL,2498673.697,7023095.092,POINT (-96.772077 32.922176),10,3
1039,75217,UF2019-0669,"57112, 57113",04/29/2019,3:58 AM,9147,Male,White,05/30/2007,false,No injuries noted or visible,false,Arrest,"Verbal Command, Weapon display at Person",Arrest,NULL,"No, Yes",125,Murdeaux,S,Ln.,125 S Murdeaux Ln.,58386,Black,Male,false,No injuries noted or visible,true,Agitated,"Burglary/Habitation, Assault/FV, Drug Possession - Misdemeanor",D8,2215,351,350,SOUTHEAST,2524156.695,6946714.14,POINT (-96.69329 32.711588),8,3
878,75206,UF2019-0569,57498,05/14/2019,9:45 AM,8125,Male,Black,11/30/2001,false,No injuries noted or visible,false,Service Call,Take Down - Arm,Arrest,NULL,Yes,6700,CENTRAL,N,Expwy.,6700 N CENTRAL Expwy.,58561,White,Male,false,No injuries noted or visible,true,Unknown Drugs,"DWLS, Drug Possession - Misdemeanor",D14,1104,219,210,NORTHEAST,2499011.226,6995779.4,POINT (-96.775877 32.840455),12,3
1033,75229,UF2019-0667,57433,04/09/2019,12:54 AM,11474,Male,Asian,02/21/2018,false,No injuries noted or visible,false,Arrest,Take Down - Group,Other,NULL,Yes,2615,Royal,NULL,Ln.,2615 Royal Ln.,55101,Hispanic,Male,false,No injuries noted or visible,true,Mentally unstable,APOWW,D6,3004,551,550,NORTHWEST,2462524.759,7012496.529,POINT (-96.89039 32.895419),6,3
2614,75216,UF2019-1587,63174,05/05/2019,10:56 PM,11222,Male,White,09/21/2016,false,No injuries noted or visible,false,Pedestrian Stop,BD - Grabbed,Detention/Frisk,NULL,Yes,2831,FORDHAM,NULL,Rd.,2831 FORDHAM Rd.,58510,Black,Male,false,No injuries noted or visible,false,Agitated,No Arrest,D4,4251,728,720,SOUTH CENTRAL,2498425.823,6945288.681,POINT (-96.77707000000001 32.709078),4,3
265,75201,UF2019-0174,"55333, 55336",02/17/2019,3:47 AM,11201,Male,Hispanic,08/10/2016,false,No injuries noted or visible,false,Arrest,"Handcuffing Take Down, Held Suspect Down",Arrest,NULL,"Yes, Yes",2300,Leonard,NULL,St.,2300 Leonard St.,57534,Hispanic,Male,false,No injuries noted or visible,true,Alchohol,Public Intoxication,D14,2020,121,120,CENTRAL,2490509.095,6975858.782,POINT (-96.801193 32.793516),12,3
1345,75228,UF2019-0853,"57980, 57981, 57982",06/02/2019,4:00 PM,11101,Male,Hispanic,11/04/2015,false,No injuries noted or visible,false,Arrest,"Held Suspect Down, Joint Locks, Verbal Command",Arrest,NULL,"Yes, Yes, No",2329,Light Shore,NULL,Dr.,2329 Light Shore Dr.,58537,Black,Male,false,No injuries noted or visible,true,Agitated,APOWW,D7,4624,222,220,NORTHEAST,2528779.353,6981234.501,POINT (-96.675791 32.806527),7,3
498,75215,UF2019-0322,56205,03/22/2019,10:46 AM,9434,Male,White,04/02/2008,false,No injuries noted or visible,false,Pedestrian Stop,Foot Pursuit,Detention/Frisk,NULL,Yes,2900,Holmes,NULL,St.,2900 Holmes St.,57933,Black,Male,false,No injuries noted or visible,false,None detected,No Arrest,D7,2156,341,340,SOUTHEAST,2497458.148,6964330.765,POINT (-96.779196 32.761586),7,3
460,75231,UF2019-0297,"55398, 55399, 55400, 55401",02/01/2019,11:49 AM,9434,Male,White,04/02/2008,false,No injuries noted or visible,false,Warrant Execution,"Verbal Command, Take Down - Arm, Foot Pursuit, Taser",Active Aggression,3,"No, No, No, Yes",8300,Park,NULL,Ln.,8300 Park Ln.,36422,Black,Male,true,"Taser Burn Marks, Treated by DFD",true,None detected,Warrant/Hold,D13,1084,216,210,NORTHEAST,2501911.904,7004335.352,POINT (-96.762318 32.871301),11,3
1111,75215,UF2019-0718,"58149, 58150, 58151, 58152, 58153",06/08/2019,1:15 PM,11569,Male,Hispanic,09/05/2018,false,No injuries noted or visible,false,Arrest,"Take Down - Arm, BD - Grabbed, Joint Locks, BD - Grabbed, Held Suspect Down",Arrest,NULL,"No, Yes, Yes, Yes, Yes",1616,Stoneman,NULL,St.,1616 Stoneman St.,58340,Hispanic,Male,false,No injuries noted or visible,true,Mentally unstable,APOWW,D7,2184,344,340,SOUTHEAST,2501587.141,6960139.936,POINT (-96.76582 32.74995),7,3
2177,75211,UF2019-1335,60903,09/23/2019,1:20 AM,11149,Male,White,02/24/2016,false,No injuries noted or visible,false,Service Call,Foot Pursuit,Arrest,NULL,Yes,3228,Grafton,NULL,Ave.,3228 Grafton Ave.,6006060061,Hispanic,Male,false,Hospital Drug Evaluation,true,Agitated,Evading Arrest,D1,4158,441,440,SOUTHWEST,2468692.545,6952640.671,POINT (-96.87399 32.730665),1,3
1269,75215,UF2019-0802,"58619, 58620, 58621, 58622, 58623",06/24/2019,9:20 AM,9704,Male,Hispanic,01/07/2009,false,No injuries noted or visible,false,Service Call,"Verbal Command, Foot Pursuit, Take Down - Arm, Held Suspect Down, Joint Locks",Detention/Frisk,NULL,"No, Yes, No, Yes, Yes",2901,Holmes,NULL,St.,2901 Holmes St.,28710,Black,Male,false,No injuries noted or visible,true,Agitated,"Warrant/Hold, Evading Arrest",D7,2156,341,340,SOUTHEAST,2497444.709,6964316.381,POINT (-96.779081 32.761488),7,3
2690,75216,UF2019-1631,"61942, 61943",11/15/2019,3:15 PM,11107,Male,White,11/18/2015,false,No injuries noted or visible,false,Service Call,"Verbal Command, Foot Pursuit",Arrest,NULL,"No, Yes",2600,Lancaster,S,Rd.,2600 S Lancaster Rd.,43621,Black,Male,false,Hospitalized,true,Unknown Drugs,"Public Intoxication, Evading Arrest",D4,4223,722,720,SOUTH CENTRAL,2489987.908,6947968.524,POINT (-96.80431700000001 32.716797),4,3
1051,75217,UF2019-0676,56187,03/22/2019,3:35 AM,11430,Male,White,12/13/2017,false,No injuries noted or visible,false,Service Call,Weapon display at Person,Detention/Frisk,NULL,Yes,732,Neomi,NULL,St.,732 Neomi St.,2792054863,NULL,,false,No injuries noted or visible,false,NULL,No Arrest,D5,2196,331,330,SOUTHEAST,2516912.449,6951483.03,POINT (-96.716558 32.725637),5,3
604,75215,UF2019-0402,"56436, 56437",04/03/2019,1:35 PM,11144,Male,White,02/24/2016,false,No injuries noted or visible,false,Arrest,"Held Suspect Down, Handcuffing Take Down",Active Aggression,NULL,"Yes, Yes",2532,Pine,NULL,St.,2532 Pine St.,25613,Black,Male,false,No injuries noted or visible,true,None detected,"Evading Arrest, Man/Del/Dangerous Drug, Resisting Arrest, Warrant/Hold",D7,2173,347,340,SOUTHEAST,2503300.723,6962663.056,POINT (-96.759614 32.757242),7,3
574,75243,UF2019-0381,"55520, 55521, 55522, 55523, 55524",02/24/2019,4:53 PM,10379,Male,Hispanic,05/09/2012,false,No injuries noted or visible,false,Suspicious Activity,"Verbal Command, Hand Controlled Escort, Take Down - Body, Pressure Points, Held Suspect Down",Arrest,NULL,"No, No, No, No, Yes",9200,Skillman,NULL,St.,9200 Skillman St.,57617,Black,Male,true,Laceration/Cut,true,None detected,"Evading Arrest, Drug Possession - Misdemeanor",D10,1042,257,250,NORTHEAST,2516250.604,7015934.528,POINT (-96.715238 32.902501),9,3
925,75227,UF2019-0599,"57396, 57397, 58612",05/10/2019,12:20 PM,9426,Male,White,04/02/2008,false,No injuries noted or visible,false,Traffic Stop,"BD - Grabbed, Take Down - Body, Foot Pursuit",Arrest,NULL,"Yes, Yes, Yes",6500,Petain,NULL,Ave.,6500 Petain Ave.,58519,White,Female,false,No injuries noted or visible,true,Unknown,"Drug Possession - Felony, Drug Possession - Misdemeanor, Warrant/Hold",D5,1227,316,310,SOUTHEAST,2519740.528,6969920.226,POINT (-96.706434 32.775931),5,3
1907,75247,UF2019-1183,"57719, 57720, 57721, 57722",05/20/2019,4:20 AM,9266,Male,Hispanic,09/26/2007,true,"Bruise, Abrasion/Scrape",false,Arrest,"Baton Strike/Open Mode, Hand/Arm/Elbow Strike, OC Spray, Held Suspect Down",Active Aggression,NULL,"No, No, No, Yes",4807,Norma,NULL,St.,4807 Norma St.,58641,White,Male,true,"Hospitalized, Abrasion/Scrape, Fracture, OC Spray Treatment, Bruise",true,Unknown Drugs,"Criminal Mischief, Resisting Arrest",D6,3122,515,510,NORTHWEST,2466696.079,6979719.224,POINT (-96.878379 32.80524),6,3
2521,75227,UF2019-1530,"61983, 61984",11/17/2019,12:10 AM,11428,Male,White,12/13/2017,true,Abrasion/Scrape,false,Arrest,"Take Down - Arm, Feet/Leg/Knee Strike",Active Aggression,NULL,"Yes, No",10348,Wood Heights,NULL,Dr.,10348 Wood Heights Dr.,60658,Black,Male,false,No injuries noted or visible,true,Agitated,"Warrant/Hold, Evading Arrest",D7,1247,327,320,SOUTHEAST,2538744.715,6964105.75,POINT (-96.644918 32.759081),7,3
1683,75215,UF2019-1041,"59644, 59645",08/04/2019,1:25 PM,7739,Male,White,03/19/1999,false,No injuries noted or visible,false,Arrest,"Taser, Taser",Danger to self or others,"0, 0","No, Limited",2400,Elsie Faye Heggins,NULL,St.,2400 Elsie Faye Heggins St.,59516,Black,Male,false,No injuries noted or visible,true,Mentally unstable,APOWW,D7,2186,347,340,SOUTHEAST,2503896.441,6960837.821,POINT (-96.758473 32.751608),7,3
1350,75204,UF2019-0856,"57930, 57931, 57938",05/31/2019,11:45 PM,11234,Male,Asian,11/02/2016,true,No injuries noted or visible,false,Arrest,"Verbal Command, Leg Restraint System, Hand Controlled Escort",Arrest,NULL,"No, Yes, Yes",2519,Fitzhugh,N,Ave.,2519 N Fitzhugh Ave.,58750,White,Female,false,No injuries noted or visible,true,Alchohol,"Public Intoxication, Warrant/Hold, Assault/Public Servant",D2,2002,143,140,CENTRAL,2495781.176,6982833.301,POINT (-96.783715 32.812591),2,3
1774,75215,UF2019-1098,"59689, 59690, 59691, 59692",07/30/2019,5:30 PM,10695,Male,White,11/06/2013,false,No injuries noted or visible,false,Arrest,"Held Suspect Down, BD - Grabbed, Held Suspect Down, Feet/Leg/Knee Strike",Arrest,NULL,"No, No, No, Yes",3400,Malcolm X,S,Blvd.,3400 S Malcolm X Blvd.,25758,Black,Male,false,No injuries noted or visible,true,Unknown Drugs,"Public Intoxication, Resisting Arrest",D7,2144,346,340,SOUTHEAST,2501732.736,6966136.913,,,
1450,75208,UF2019-0909,54700,01/19/2019,6:35 PM,11241,Female,White,11/30/2016,false,No injuries noted or visible,false,Service Call,Weapon display at Person,Weapon Display,NULL,Yes,195,Davis,W,St.,195 W Davis St.,5724057241,Hispanic,Male,false,No injuries noted or visible,false,None detected,No Arrest,D1,4104,413,410,SOUTHWEST,2483565.409,6959703.791,POINT (-96.823961 32.749423),1,3
2084,75228,UF2019-1300,"60956, 60957, 60958",09/29/2019,10:40 PM,9932,Male,White,08/19/2009,true,Sprain/Strain,false,Arrest,"Verbal Command, Take Down - Body, Held Suspect Down",Arrest,NULL,"No, Yes, Yes",3000,Dilido,NULL,Dr.,3000 Dilido Dr.,60151,Black,Male,false,No injuries noted or visible,true,Unknown,"Burglary of a Vehicle, Evading Arrest",D7,1177,223,220,NORTHEAST,2524754.488,6982246.195,POINT (-96.689369 32.808706),7,3
1085,75204,UF2019-0700,56490,04/06/2019,11:00 PM,7448,Female,Hispanic,08/15/2003,false,No injuries noted or visible,false,Crime in Progress,Weapon display at Person,Weapon Display,NULL,No,2417,Haskell,N,Ave.,2417 N Haskell Ave.,37379,Black,Male,false,No injuries noted or visible,false,None detected,No Arrest,D14,2011,155,150,CENTRAL,2494101.864,6979788.563,POINT (-96.789963 32.804882),12,3
2589,75216,UF2019-1571,"59808, 59809",06/10/2019,4:40 AM,9670,Male,Hispanic,05/11/2011,false,No injuries noted or visible,false,Arrest,"Verbal Command, Take Down - Arm",Arrest,NULL,"No, Yes",4500,Solar,NULL,Ln.,4500 Solar Ln.,58857,Black,Male,false,Elevated Blood Pressure,true,Alchohol and unknown drugs,Other Felony Arrest,D7,4230,732,730,SOUTH CENTRAL,2507650.817,6945747.752,POINT (-96.747095 32.70998),7,3
2747,75231,UF2019-1659,61660,11/02/2019,6:45 PM,11348,Female,Black,07/26/2017,false,No injuries noted or visible,false,Service Call,Weapon display at Person,Detention/Frisk,NULL,Yes,7152,FAIR OAKS,NULL,Ave.,7152 FAIR OAKS Ave.,605076050860509,Hispanic,Male,false,No injuries noted or visible,false,None detected,Warrant/Hold,D13,4527,217,210,NORTHEAST,2503597.375,7005280.181,POINT (-96.75787700000001 32.873098),11,3
892,75247,UF2019-0576,"57087, 57088",04/27/2019,12:40 AM,10195,Male,Hispanic,06/09/2010,false,No injuries noted or visible,false,Arrest,"BD - Pushed, OC Spray",Active Aggression,NULL,"Yes, Yes",7501,Stemmons,N,Frwy.,7501 N Stemmons Frwy.,58375,Black,Male,false,No injuries noted or visible,true,Alchohol,Public Intoxication,D6,3077,512,510,NORTHWEST,2469194.937,6985294.963,POINT (-96.870365 32.820551),6,3
1924,75210,UF2019-1192,60270,09/03/2019,2:03 PM,11395,Female,Black,09/20/2017,false,No injuries noted or visible,false,Call for Cover,Joint Locks,Active Aggression,NULL,Yes,4100,elsie faye heggins,NULL,St.,4100 elsie faye heggins St.,59836,Black,Male,false,No injuries noted or visible,true,Mentally unstable,No Arrest,D7,2122,313,310,SOUTHEAST,2509182.868,6966388.997,POINT (-96.740903 32.76689),7,3
2748,75231,UF2019-1659,61661,11/02/2019,6:45 PM,10673,Male,Hispanic,09/25/2013,false,No injuries noted or visible,false,Service Call,Weapon display at Person,Detention/Frisk,NULL,Yes,7152,FAIR OAKS,NULL,Ave.,7152 FAIR OAKS Ave.,605076050860509,Hispanic,Male,false,No injuries noted or visible,false,None detected,Warrant/Hold,D13,4527,217,210,NORTHEAST,2503597.375,7005280.181,POINT (-96.75787700000001 32.873098),11,3
2834,75235,UF2019-1710,62365,11/19/2019,11:00 AM,8969,Male,White,09/09/1998,false,No injuries noted or visible,false,Arrest,BD - Grabbed,Detention/Frisk,NULL,Yes,8008,Herb Kelleher,NULL,Way,8008 Herb Kelleher Way,60690,Black,Male,false,No injuries noted or visible,true,NULL,Drug Possession - Felony,D2,3070,523,520,NORTHWEST,2475386.081,6993937.905,POINT (-96.85281 32.85262),2,3
68,75243,UF2019-0043,54399,01/05/2019,6:50 PM,10355,Male,White,05/09/2012,false,No injuries noted or visible,false,Service Call,Taser Display at Person,Danger to self or others,NULL,No,8440,Birchcroft,NULL,Dr.,8440 Birchcroft Dr.,57097,Black,Male,true,"Fracture, Laceration/Cut, Treated by DFD",true,Unknown Drugs,"Criminal Mischief, Other Felony Arrest",D10,6010,241,240,NORTHEAST,2502881.15,7015261.426,POINT (-96.758821 32.901217),9,3
2430,75237,UF2019-1467,60631,08/18/2019,11:30 AM,8581,Male,Black,12/17/2004,false,No injuries noted or visible,false,Service Call,Taser,Active Aggression,1,Yes,8057,West Virginia,NULL,Dr.,8057 West Virginia Dr.,50313,Black,Male,true,Puncture,true,Agitated,Disorderly Conduct,D8,4381,745,740,SOUTH CENTRAL,2467699.355,6923578.42,POINT (-96.878305 32.651177),8,3
408,75218,UF2019-0263,"55763, 55764, 55765",03/08/2019,1:53 AM,9581,Male,Black,08/20/2008,false,No injuries noted or visible,false,Arrest,"Verbal Command, Handcuffing Take Down, Held Suspect Down",Active Aggression,NULL,"No, Yes, Yes",11437,FLAMINGO,NULL,Ln.,11437 FLAMINGO Ln.,57720,White,Male,false,No injuries noted or visible,true,Mentally unstable,Assault/FV,D9,1100,233,230,NORTHEAST,2526618.478,6998483.295,POINT (-96.681572 32.854055),13,3
2492,75237,UF2019-1511,60689,09/14/2019,8:45 AM,9481,Male,White,05/28/2008,false,No injuries noted or visible,false,Crime in Progress,Weapon display at Person,Weapon Display,NULL,Yes,5610,Red Bird Center,NULL,Dr.,5610 Red Bird Center Dr.,60050,White,Male,false,No injuries noted or visible,true,Unknown,"Burglary of a Vehicle, Other Felony Arrest",D3,4315,456,450,SOUTHWEST,2466858.582,6933487.822,POINT (-96.880228 32.67843),3,3
1276,75240,UF2019-0805,59061,07/01/2019,2:30 AM,10703,Male,Black,04/05/2014,false,No injuries noted or visible,false,Crime in Progress,Weapon display at Person,Arrest,NULL,Yes,13350,Dallas,NULL,Pkwy.,13350 Dallas Pkwy.,4881759108,Black,Male,false,No injuries noted or visible,true,None detected,Crim Trespass/Bldg/Prop,D11,6004,633,630,NORTH CENTRAL,2483610.622,7025529.402,POINT (-96.820963 32.930161),10,3
281,75251,UF2019-0181,"55568, 55569, 55570, 55571",02/27/2019,3:20 AM,9927,Male,White,08/19/2009,true,Abrasion/Scrape,false,Service Call,"Joint Locks, Verbal Command, BD - Pushed, Held Suspect Down",Arrest,NULL,"Yes, No, Yes, Yes",7815,LBJ,NULL,Frwy.,7815 LBJ Frwy.,57634,Hispanic,Female,true,Abrasion/Scrape,true,Alchohol and unknown drugs,"Public Intoxication, Warrant/Hold, Evading Arrest, Resisting Arrest, Resisting Search and Transport, Fail to ID",D11,1020,635,630,NORTH CENTRAL,2498699.742,7023619.442,,,
1873,75225,UF2019-1160,60146,08/30/2019,4:00 AM,9927,Male,White,08/19/2009,false,No injuries noted or visible,false,Suspicious Activity,Foot Pursuit,Other,NULL,Yes,8600,Turtle Creek,NULL,Blvd.,8600 Turtle Creek Blvd.,59790,Black,Male,true,Abrasion/Scrape,true,None detected,Evading Arrest,D13,1081,652,650,NORTH CENTRAL,2493605.349,7002614.876,POINT (-96.789686 32.865742),11,3
2714,75220,UF2019-1645,56743,04/12/2019,2:00 AM,10211,Male,Black,06/09/2010,false,No injuries noted or visible,false,Arrest,OC Spray,Active Aggression,NULL,Yes,10333,Technology,NULL,Blvd.,10333 Technology Blvd.,58220,Black,Female,false,OC Spray Treatment,true,Alchohol and unknown drugs,Public Intoxication,D6,3055,521,520,NORTHWEST,2460197.386,7000552.324,POINT (-96.89733200000002 32.863053),6,3
645,75237,UF2019-0430,"56045, 56046",03/04/2019,7:22 PM,10540,Male,Hispanic,05/08/2013,false,No injuries noted or visible,false,Arrest,"Verbal Command, Weapon display at Person",Other,NULL,"Yes, Yes",4343,Camp Wisdom,W,Rd.,4343 W Camp Wisdom Rd.,57701,Black,Male,false,No injuries noted or visible,true,Agitated,Other Misdemeanor Arrest,D3,4548,452,450,SOUTHWEST,2463903.525,6927605.66,POINT (-96.889935 32.662019),3,3
